sepal_length,petal_length,sepal_width_len,petal_width_len,sepal_width_encoded,petal_width_encoded,species_encoded
-0.7842152963605522,-1.3316958284662481,0.0,0.0,1.3721283308611452,-1.1908642905351956,-1.224744871391589
-0.9952149276683233,-1.3316958284662481,0.0,0.0,-0.14124850464747085,-1.1908642905351956,-1.224744871391589
-1.2062145589760955,-1.3857565522199522,0.0,0.0,0.4641022295559755,-1.1908642905351956,-1.224744871391589
-1.311714374629982,-1.2776351047125438,0.0,0.0,0.16142686245425233,-1.1908642905351956,-1.224744871391589
-0.8897151120144378,-1.3316958284662481,0.0,0.0,1.6748036979628682,-1.1908642905351956,-1.224744871391589
-0.4677158493988935,-1.1695136572051354,0.0,0.0,1.9774790650645915,-0.73575691835614,-1.224744871391589
-1.311714374629982,-1.3316958284662481,0.0,0.0,1.069452963759422,-0.9633106044456679,-1.224744871391589
-0.8897151120144378,-1.2776351047125438,0.0,0.0,1.069452963759422,-1.1908642905351956,-1.224744871391589
-1.522714005937753,-1.3316958284662481,0.0,0.0,-0.44392387174919407,-1.1908642905351956,-1.224744871391589
-0.9952149276683233,-1.2776351047125438,0.0,0.0,0.16142686245425233,-1.4184179766247234,-1.224744871391589
1.2202812010632815,0.45230805540599267,0.0,0.0,0.4641022295559755,-0.053095860087556505,0.0
0.5872823071399661,0.3441866078985841,0.0,0.0,0.4641022295559755,0.17445782600197132,0.0
1.114781385409396,0.5604295029134013,0.0,0.0,0.16142686245425233,0.17445782600197132,0.0
-0.36221603374500794,0.07388298913006275,0.0,0.0,-1.9573007072578101,-0.2806495461770843,0.0
0.6927821227938517,0.3982473316522881,0.0,0.0,-0.7465992388509173,0.17445782600197132,0.0
-0.15121640243723583,0.3441866078985841,0.0,0.0,-0.7465992388509173,-0.2806495461770843,0.0
0.4817824914860796,0.45230805540599267,0.0,0.0,0.7667775966576987,0.40201151209149916,0.0
-0.9952149276683233,-0.3045420771458672,0.0,0.0,-1.6546253401560869,-0.5082032322666121,0.0
0.7982819384477373,0.3982473316522881,0.0,0.0,-0.44392387174919407,-0.2806495461770843,0.0
-0.6787154807066657,0.019822265376358447,0.0,0.0,-1.0492746059526405,-0.053095860087556505,0.0
0.4817824914860796,1.155097464204148,0.0,0.0,0.7667775966576987,1.767333628628666,1.224744871391589
-0.045716586783350235,0.6685509504208094,0.0,0.0,-1.0492746059526405,1.0846725703600826,1.224744871391589
1.325781016717167,1.101036740450444,0.0,0.0,-0.14124850464747085,1.3122262564496106,1.224744871391589
0.4817824914860796,0.9388545691893307,0.0,0.0,-0.44392387174919407,0.8571188842705548,1.224744871391589
0.6927821227938517,1.0469760166967392,0.0,0.0,-0.14124850464747085,1.5397799425391383,1.224744871391589
1.8532800949865968,1.4794618067263734,0.0,0.0,-0.14124850464747085,1.3122262564496106,1.224744871391589
-0.9952149276683233,0.3441866078985841,0.0,0.0,-1.3519499730543636,0.629565198181027,1.224744871391589
1.5367806480249393,1.3172796354652607,0.0,0.0,-0.44392387174919407,0.8571188842705548,1.224744871391589
0.9037817541016238,1.0469760166967392,0.0,0.0,-1.3519499730543636,0.8571188842705548,1.224744871391589
1.4312808323710535,1.2091581879578521,0.0,0.0,1.6748036979628682,1.767333628628666,1.224744871391589
