sepal_length,petal_length,sepal_width_len,petal_width_len,sepal_width_encoded,petal_width_encoded,species_encoded
-0.7842152963605522,-1.331695828466248,0.0,0.0,1.3721283308611452,-1.1908642905351956,-1.224744871391589
-0.9952149276683232,-1.331695828466248,0.0,0.0,-0.1412485046474708,-1.1908642905351956,-1.224744871391589
-1.2062145589760955,-1.3857565522199522,0.0,0.0,0.4641022295559755,-1.1908642905351956,-1.224744871391589
-1.311714374629982,-1.2776351047125438,0.0,0.0,0.1614268624542523,-1.1908642905351956,-1.224744871391589
-0.8897151120144378,-1.331695828466248,0.0,0.0,1.6748036979628682,-1.1908642905351956,-1.224744871391589
-0.4677158493988935,-1.1695136572051354,0.0,0.0,1.9774790650645917,-0.73575691835614,-1.224744871391589
-1.311714374629982,-1.331695828466248,0.0,0.0,1.069452963759422,-0.963310604445668,-1.224744871391589
-0.8897151120144378,-1.2776351047125438,0.0,0.0,1.069452963759422,-1.1908642905351956,-1.224744871391589
-1.522714005937753,-1.331695828466248,0.0,0.0,-0.443923871749194,-1.1908642905351956,-1.224744871391589
-0.9952149276683232,-1.2776351047125438,0.0,0.0,0.1614268624542523,-1.4184179766247234,-1.224744871391589
1.2202812010632815,0.4523080554059926,0.0,0.0,0.4641022295559755,-0.0530958600875565,0.0
0.5872823071399661,0.3441866078985841,0.0,0.0,0.4641022295559755,0.1744578260019713,0.0
1.114781385409396,0.5604295029134013,0.0,0.0,0.1614268624542523,0.1744578260019713,0.0
-0.3622160337450079,0.0738829891300627,0.0,0.0,-1.95730070725781,-0.2806495461770843,0.0
0.6927821227938517,0.3982473316522881,0.0,0.0,-0.7465992388509173,0.1744578260019713,0.0
-0.1512164024372358,0.3441866078985841,0.0,0.0,-0.7465992388509173,-0.2806495461770843,0.0
0.4817824914860796,0.4523080554059926,0.0,0.0,0.7667775966576987,0.4020115120914991,0.0
-0.9952149276683232,-0.3045420771458672,0.0,0.0,-1.6546253401560869,-0.5082032322666121,0.0
0.7982819384477373,0.3982473316522881,0.0,0.0,-0.443923871749194,-0.2806495461770843,0.0
-0.6787154807066657,0.0198222653763584,0.0,0.0,-1.0492746059526403,-0.0530958600875565,0.0
0.4817824914860796,1.155097464204148,0.0,0.0,0.7667775966576987,1.767333628628666,1.224744871391589
-0.0457165867833502,0.6685509504208094,0.0,0.0,-1.0492746059526403,1.0846725703600826,1.224744871391589
1.325781016717167,1.101036740450444,0.0,0.0,-0.1412485046474708,1.3122262564496106,1.224744871391589
0.4817824914860796,0.9388545691893307,0.0,0.0,-0.443923871749194,0.8571188842705548,1.224744871391589
0.6927821227938517,1.0469760166967392,0.0,0.0,-0.1412485046474708,1.5397799425391383,1.224744871391589
1.8532800949865968,1.4794618067263734,0.0,0.0,-0.1412485046474708,1.3122262564496106,1.224744871391589
-0.9952149276683232,0.3441866078985841,0.0,0.0,-1.3519499730543636,0.629565198181027,1.224744871391589
1.5367806480249393,1.3172796354652607,0.0,0.0,-0.443923871749194,0.8571188842705548,1.224744871391589
0.9037817541016238,1.0469760166967392,0.0,0.0,-1.3519499730543636,0.8571188842705548,1.224744871391589
1.4312808323710535,1.209158187957852,0.0,0.0,1.6748036979628682,1.767333628628666,1.224744871391589
